brand,model,year,variant,price_usd,battery_capacity_kwh,range_miles,charging_speed_kw,acceleration_0_60_mph,top_speed_mph,horsepower,torque_nm,drive_type,seating_capacity,body_type,cargo_volume_cubic_ft,weight_kg,safety_rating,autopilot_level,country_of_origin,market_segment,annual_sales_units,customer_rating,warranty_years
Rivian,R2,2020,Standard,74902.51,63.7,219.0,64.2,7.08,142.0,335.0,333.0,RWD,5,Coupe,29.5,1679.0,4,1,US,Premium,16890,3.32,5
BYD,Leaf 50X,2024,Long Range,77872.95,95.8,343.0,83.8,5.67,164.0,907.0,801.0,RWD,5,SUV,46.6,2029.0,4,0,China,Premium,152424,3.65,3
Volkswagen,ID.4,2025,Standard,76084.88,51.2,165.0,65.3,6.3,149.0,816.0,711.0,FWD,5,Hatchback,34.2,1500.0,4,1,Germany,Premium,264457,3.12,3
Tesla,Model X,2023,Base,55932.63,59.8,209.0,224.1,5.74,155.0,364.0,340.0,RWD,5,SUV,46.3,2166.0,3,3,US,Mid-range,183636,3.65,5
Volvo,C40 Recharge,2022,Base,45992.59,83.4,291.0,142.4,5.51,175.0,167.0,200.0,RWD,7,Hatchback,17.8,1500.0,5,0,Sweden,Mid-range,3048,3.39,4
Rivian,R1T,2020,Base,64055.95,77.9,280.0,141.4,7.73,136.0,150.0,200.0,FWD,2,Truck,67.6,2714.0,5,0,US,Mid-range,12678,3.7,4
Kia,EV9,2025,Long Range,39329.81,94.0,300.0,148.7,4.14,189.0,276.0,263.0,AWD,7,SUV,51.9,2029.0,5,0,South Korea,Mid-range,139592,3.62,4
Mercedes,EQS,2024,Premium,200859.77,65.8,222.0,145.6,5.04,178.0,1000.0,880.0,RWD,5,Hatchback,39.6,1543.0,5,1,Germany,Luxury,50870,3.8,7
Hyundai,Kona Electric,2025,Performance,83020.49,119.5,412.0,183.5,4.27,188.0,1000.0,914.0,RWD,5,Sedan,39.7,1500.0,4,0,South Korea,Premium,65013,3.72,4
BMW,i7,2023,Long Range,131127.44,88.4,275.0,70.5,4.88,175.0,1000.0,893.0,RWD,7,Van,68.7,1543.0,4,2,Germany,Luxury,49932,3.32,7
Tesla,Model Y,2023,Long Range,63692.69,107.7,357.0,240.9,4.17,188.0,446.0,387.0,FWD,7,Van,75.1,1500.0,3,3,US,Mid-range,462962,4.05,4
GM/Chevrolet,Bolt EV,2025,Long Range,37683.39,98.3,363.0,60.9,5.89,166.0,410.0,390.0,AWD,7,Truck,71.9,2310.0,4,2,US,Mid-range,20559,3.37,4
Tesla,Model Y,2025,Premium,40474.28,53.8,163.0,301.5,6.49,148.0,226.0,200.0,RWD,5,SUV,53.5,2239.0,4,2,US,Mid-range,484636,3.69,5
Mercedes,EQS,2024,Base,111876.0,48.8,150.0,52.4,6.45,153.0,558.0,450.0,AWD,7,Sedan,38.7,1698.0,4,1,Germany,Luxury,36359,3.55,8
Ford,F-150 Lightning,2024,Performance,106766.97,109.9,376.0,166.2,3.18,200.0,1000.0,895.0,AWD,2,Truck,77.4,2776.0,4,1,US,Luxury,44309,3.77,3
GM/Chevrolet,Bolt EUV,2025,Premium,47998.86,60.9,202.0,96.1,5.42,159.0,551.0,486.0,AWD,7,Van,70.8,1527.0,5,0,US,Mid-range,2175,3.23,4
Tesla,Model X,2024,Base,78351.88,83.5,303.0,324.6,6.81,152.0,546.0,448.0,FWD,5,Truck,54.1,2584.0,5,2,US,Premium,135414,3.99,4
BYD,Qin,2025,Premium,101756.01,70.7,259.0,71.7,7.72,139.0,1000.0,893.0,RWD,5,Coupe,39.2,1710.0,5,0,China,Luxury,207780,3.62,3
BYD,Yuan Plus,2021,Performance,36438.81,91.3,319.0,202.3,3.74,192.0,418.0,410.0,AWD,5,Coupe,29.8,1516.0,4,0,China,Mid-range,110969,3.76,4
Volkswagen,ID.4,2024,Standard,45113.98,80.8,294.0,94.5,7.15,140.0,373.0,306.0,RWD,7,Sedan,21.5,1516.0,4,0,Germany,Mid-range,248569,3.75,4
Tesla,Model Y,2024,Base,117810.94,78.1,253.0,210.7,5.7,162.0,847.0,781.0,AWD,5,Coupe,25.0,1774.0,4,2,US,Luxury,402141,4.01,5
NIO,EC6,2022,Standard,64086.32,52.7,161.0,59.1,5.34,169.0,491.0,423.0,AWD,5,SUV,50.8,2057.0,5,2,China,Mid-range,19395,3.46,4
Kia,Niro EV,2026,Performance,71757.16,96.0,336.0,236.2,4.45,181.0,816.0,742.0,AWD,5,Truck,67.5,2916.0,5,0,South Korea,Premium,123775,3.66,3
BYD,Max,2026,Performance,71385.39,109.6,380.0,150.6,4.08,193.0,830.0,743.0,AWD,5,Coupe,20.6,1527.0,4,0,China,Premium,234079,3.75,4
Volkswagen,ID. Aero,2023,Performance,82345.29,78.4,276.0,162.1,2.61,200.0,961.0,853.0,RWD,7,Hatchback,27.1,1677.0,4,2,Germany,Premium,291745,3.72,4
Volkswagen,ID.4,2024,Long Range,69646.08,82.9,303.0,106.8,5.02,175.0,708.0,650.0,RWD,5,Coupe,25.2,1500.0,4,0,Germany,Premium,292447,3.87,3
Kia,Niro EV,2023,Performance,59632.87,90.3,325.0,160.4,3.84,196.0,682.0,638.0,AWD,5,Coupe,20.8,1529.0,5,0,South Korea,Mid-range,97616,3.74,4
Hyundai,Ioniq,2024,Performance,44796.76,104.6,359.0,167.5,2.56,200.0,395.0,380.0,AWD,5,Sedan,39.3,1500.0,5,1,South Korea,Mid-range,113793,4.03,4
Rivian,R3,2025,Standard,79722.65,80.9,261.0,102.2,5.1,173.0,649.0,596.0,AWD,7,SUV,53.8,2018.0,5,2,US,Premium,28225,3.26,5
Hyundai,Ioniq 5,2025,Premium,65433.15,41.9,150.0,54.9,5.06,179.0,785.0,710.0,AWD,7,Sedan,32.3,1506.0,5,2,South Korea,Premium,78985,3.32,5
Volvo,XC90 Recharge,2024,Standard,75390.6,43.1,156.0,72.8,6.98,135.0,591.0,512.0,RWD,5,Van,72.6,1623.0,5,2,Sweden,Premium,16760,3.31,5
Mercedes,EQG,2024,Long Range,95795.03,93.8,354.0,136.1,4.61,177.0,477.0,445.0,AWD,7,Truck,70.2,2380.0,3,1,Germany,Premium,37523,4.16,6
BYD,Yuan Plus,2024,Long Range,65610.36,86.2,270.0,67.6,5.11,176.0,724.0,637.0,FWD,5,Hatchback,18.9,1677.0,5,0,China,Premium,239905,3.59,4
Rivian,R1S,2024,Standard,85223.91,55.2,206.0,65.2,7.32,146.0,972.0,858.0,RWD,7,Coupe,30.1,1500.0,5,1,US,Premium,18207,3.15,4
Tesla,Model S,2026,Performance,173601.0,82.0,301.0,340.2,4.49,184.0,1000.0,901.0,RWD,7,Truck,65.9,2374.0,4,2,US,Luxury,192234,3.86,4
Ford,Explorer EV,2024,Long Range,93391.97,96.9,328.0,111.1,4.62,188.0,1000.0,877.0,RWD,5,Van,79.7,1566.0,4,2,US,Premium,53055,3.46,4
Volkswagen,ID.5,2025,Standard,60858.6,63.9,242.0,79.9,5.77,165.0,619.0,583.0,AWD,5,Sedan,29.0,1783.0,4,0,Germany,Mid-range,280770,3.65,3
Audi,Q6 e-tron,2024,Base,68629.02,66.7,254.0,132.2,5.48,173.0,359.0,342.0,RWD,5,Sedan,32.4,1555.0,5,1,Germany,Premium,32172,3.58,6
Mercedes,EQG,2025,Premium,128362.44,46.9,168.0,115.3,7.18,141.0,668.0,576.0,AWD,5,Coupe,25.4,1630.0,4,1,Germany,Luxury,79528,3.66,8
Ford,E-Transit,2024,Performance,115288.59,81.6,287.0,180.5,3.85,191.0,1000.0,926.0,AWD,7,Hatchback,16.7,1500.0,5,0,US,Luxury,28651,3.57,3
Ford,Explorer EV,2021,Premium,97933.8,43.7,150.0,66.6,7.65,142.0,1000.0,911.0,RWD,5,SUV,54.5,1826.0,4,0,US,Premium,45842,3.05,4
BYD,Yuan Plus,2024,Standard,42922.38,65.7,235.0,137.2,6.4,155.0,444.0,426.0,RWD,7,Van,64.8,1633.0,5,0,China,Mid-range,109861,3.54,5
Tesla,Model 3,2025,Standard,103423.57,67.2,226.0,261.9,6.82,149.0,760.0,704.0,AWD,7,Hatchback,21.0,1500.0,5,2,US,Luxury,136780,3.7,4
Volkswagen,ID.3,2025,Long Range,46681.91,83.1,285.0,117.4,5.0,181.0,391.0,288.0,RWD,5,Coupe,16.8,1552.0,5,0,Germany,Mid-range,243592,3.37,5
Tesla,Model Y,2025,Base,38868.67,48.0,150.0,335.5,5.15,171.0,305.0,320.0,AWD,7,Coupe,33.1,1522.0,4,2,US,Mid-range,420151,3.64,4
GM/Chevrolet,Bolt EV,2023,Performance,39441.22,70.4,238.0,153.9,3.84,192.0,376.0,363.0,RWD,5,Coupe,25.0,1534.0,3,0,US,Mid-range,9783,3.17,5
BYD,Seagull,2025,Standard,53845.68,43.7,161.0,140.0,7.79,125.0,606.0,573.0,AWD,7,Hatchback,18.1,1522.0,4,1,China,Mid-range,196975,3.39,4
Lucid,Air,2024,Performance,156097.02,97.8,351.0,293.5,3.51,196.0,687.0,578.0,RWD,5,SUV,54.5,2233.0,4,1,US,Luxury,13230,3.53,5
BMW,i3,2024,Performance,130176.15,89.9,326.0,244.3,2.77,200.0,1000.0,942.0,FWD,7,Van,75.6,1584.0,4,1,Germany,Luxury,59392,3.8,5
Mercedes,EQG,2025,Premium,153235.91,48.7,182.0,123.0,7.52,133.0,973.0,889.0,RWD,7,Sedan,21.0,1585.0,5,2,Germany,Luxury,44720,3.56,7
Tesla,Model X,2025,Premium,60275.05,61.4,220.0,267.6,7.92,143.0,423.0,399.0,AWD,7,SUV,69.8,1918.0,4,3,US,Mid-range,226355,3.72,6
Mercedes,EQC,2025,Premium,202973.51,74.1,259.0,51.6,6.56,152.0,1000.0,877.0,AWD,7,Sedan,16.9,1500.0,5,1,Germany,Luxury,22987,3.81,8
Rivian,R2,2021,Performance,113614.29,108.1,387.0,198.9,2.76,200.0,1000.0,887.0,AWD,5,Hatchback,17.5,1500.0,5,2,US,Luxury,4505,3.89,5
Hyundai,Ioniq 6,2024,Performance,77513.92,107.4,368.0,161.1,4.37,187.0,989.0,891.0,AWD,5,Hatchback,28.0,1500.0,4,1,South Korea,Premium,71992,4.07,4
Kia,Sportage EV,2023,Base,47384.85,55.2,193.0,52.3,5.67,168.0,503.0,431.0,FWD,7,SUV,64.0,2270.0,4,2,South Korea,Mid-range,57685,3.6,4
Ford,Explorer EV,2025,Long Range,69671.76,106.4,373.0,81.6,5.59,161.0,749.0,594.0,AWD,5,Coupe,16.5,1592.0,5,0,US,Premium,49288,3.95,4
Tesla,Cybertruck,2024,Premium,110128.5,50.3,163.0,313.5,6.16,163.0,829.0,855.0,RWD,5,Truck,78.2,2528.0,5,2,US,Luxury,212436,3.54,6
Hyundai,Ioniq 5,2025,Standard,63434.69,78.0,279.0,86.0,7.89,124.0,770.0,690.0,RWD,7,Truck,67.4,2434.0,5,0,South Korea,Mid-range,133046,3.73,4
Volkswagen,ID. Aero,2022,Long Range,60508.93,105.5,362.0,110.2,5.38,171.0,611.0,632.0,AWD,5,Coupe,26.4,1710.0,5,0,Germany,Mid-range,222081,3.78,5
Tesla,Model X,2023,Performance,111766.84,104.9,361.0,297.9,3.31,200.0,782.0,741.0,AWD,7,Hatchback,24.6,1774.0,4,2,US,Luxury,176852,4.05,5
Volkswagen,ID.5,2025,Long Range,101757.37,83.1,278.0,142.8,4.8,176.0,1000.0,893.0,FWD,5,Sedan,39.7,1868.0,4,0,Germany,Luxury,269645,3.59,5
Tesla,Model X,2021,Premium,118010.78,64.7,229.0,346.2,6.89,141.0,897.0,801.0,AWD,5,Hatchback,23.8,1554.0,4,3,US,Luxury,177339,3.7,5
Tesla,Model X,2024,Premium,80831.47,71.2,278.0,254.0,5.58,169.0,563.0,540.0,RWD,5,Hatchback,33.4,1546.0,4,3,US,Premium,202000,3.76,5
Tesla,Model X,2021,Long Range,118192.05,92.9,329.0,280.7,5.55,162.0,844.0,742.0,AWD,5,Coupe,18.7,1733.0,5,2,US,Luxury,123098,3.96,5
Toyota,bZ4X,2025,Standard,48846.72,75.4,274.0,136.8,6.03,159.0,399.0,387.0,AWD,7,Coupe,20.1,1542.0,5,0,Japan,Mid-range,21759,3.51,5
Kia,EV6,2023,Premium,82403.5,78.6,288.0,121.4,6.15,151.0,1000.0,942.0,FWD,7,Van,76.2,1788.0,4,0,South Korea,Premium,95064,3.74,4
Fisker,Ronin,2024,Base,85586.47,57.3,200.0,132.1,6.4,160.0,703.0,630.0,FWD,7,SUV,55.4,1923.0,4,1,US,Premium,25585,3.16,4
Volkswagen,ID.3,2024,Performance,53590.91,74.7,258.0,203.2,2.73,200.0,504.0,466.0,RWD,5,Coupe,39.9,1653.0,3,1,Germany,Mid-range,209815,3.08,5
BYD,Qin,2022,Standard,70030.57,41.8,150.0,149.7,7.64,133.0,743.0,623.0,FWD,7,Hatchback,18.7,1558.0,3,1,China,Premium,187796,3.45,4
Hyundai,i30,2024,Standard,31256.77,68.1,218.0,145.7,7.74,136.0,233.0,200.0,RWD,5,Truck,72.8,2029.0,4,0,South Korea,Budget,83425,3.35,4
Volkswagen,ID. Aero,2022,Performance,77144.75,109.8,367.0,177.7,2.66,200.0,840.0,732.0,RWD,7,Coupe,21.9,1500.0,5,1,Germany,Premium,280321,3.69,5
Tesla,Model 3,2025,Performance,133323.67,89.5,316.0,268.1,2.52,200.0,963.0,873.0,AWD,7,Hatchback,22.8,1570.0,4,2,US,Luxury,119703,4.02,6
BMW,i3,2025,Standard,61490.61,40.3,150.0,81.5,7.4,144.0,292.0,228.0,RWD,7,Coupe,34.1,1500.0,4,1,Germany,Mid-range,75130,3.39,5
BYD,Leaf 50X,2024,Performance,56202.17,81.3,298.0,197.2,4.39,188.0,586.0,567.0,RWD,5,Coupe,31.1,1500.0,5,1,China,Mid-range,225829,3.87,4
BMW,i3,2025,Premium,113220.74,50.2,167.0,94.6,6.84,146.0,997.0,904.0,RWD,5,Truck,55.7,2431.0,3,1,Germany,Luxury,36980,3.17,6
BMW,i5,2023,Premium,104739.58,54.5,189.0,91.0,6.88,151.0,884.0,789.0,RWD,5,Coupe,22.4,1510.0,5,1,Germany,Luxury,58894,3.16,8
Tesla,Model S,2026,Performance,120237.63,106.4,374.0,218.4,3.84,197.0,876.0,755.0,AWD,5,Van,63.3,1725.0,3,2,US,Luxury,139118,4.36,5
Tesla,Model X,2025,Standard,86049.94,67.9,210.0,237.4,6.77,146.0,542.0,467.0,FWD,5,Hatchback,36.0,1653.0,5,2,US,Premium,244820,3.64,6
Ford,F-150 Lightning,2024,Performance,113010.15,74.7,251.0,188.0,4.25,189.0,1000.0,902.0,FWD,2,Truck,79.2,2490.0,5,0,US,Luxury,26657,3.63,4
Hyundai,Ioniq 5,2022,Performance,87757.22,77.5,262.0,248.7,4.12,194.0,1000.0,920.0,RWD,5,Truck,50.7,2567.0,5,1,South Korea,Premium,73010,3.41,5
Tesla,Model X,2022,Performance,77379.74,110.0,373.0,304.7,3.07,200.0,581.0,500.0,AWD,5,Sedan,20.8,1602.0,3,2,US,Premium,238571,4.04,4
Volvo,C40 Recharge,2025,Base,87551.42,42.1,150.0,86.1,5.87,156.0,745.0,643.0,AWD,5,Truck,58.8,2197.0,4,1,Sweden,Premium,28712,3.0,3
Tesla,Cybertruck,2023,Long Range,40789.91,106.8,379.0,243.7,4.65,177.0,282.0,226.0,RWD,7,Truck,59.9,2247.0,5,2,US,Mid-range,187262,4.38,6
GM/Chevrolet,Equinox EV,2022,Base,32829.19,77.7,295.0,108.1,7.17,139.0,247.0,200.0,AWD,7,SUV,67.4,1866.0,5,0,US,Budget,26546,3.6,4
Polestar,4,2023,Performance,90903.84,95.0,337.0,194.7,3.86,185.0,621.0,569.0,AWD,7,Coupe,28.5,1500.0,5,2,Sweden,Premium,18672,3.64,3
BYD,Max,2023,Long Range,98961.38,90.2,294.0,97.5,5.51,171.0,1000.0,899.0,RWD,5,Van,64.7,1594.0,4,2,China,Premium,230275,3.52,5
Tesla,Model X,2025,Standard,108924.8,75.0,251.0,317.1,5.27,171.0,776.0,726.0,FWD,7,Hatchback,33.5,1665.0,5,2,US,Luxury,104109,3.74,6
Tesla,Model S,2021,Performance,76847.7,116.8,418.0,242.7,3.9,197.0,454.0,476.0,RWD,7,Coupe,20.0,1660.0,5,3,US,Premium,229674,4.0,5
BYD,Qin,2023,Long Range,52355.75,87.1,286.0,147.8,4.29,184.0,510.0,435.0,FWD,5,Sedan,31.3,1582.0,5,1,China,Mid-range,146928,3.27,4
Tesla,Model 3,2025,Base,91015.05,61.8,227.0,258.4,7.27,141.0,616.0,518.0,RWD,7,SUV,63.7,1936.0,5,3,US,Premium,229357,3.56,5
GM/Chevrolet,Bolt EUV,2025,Performance,44784.34,93.2,321.0,217.0,4.45,182.0,436.0,366.0,AWD,5,Hatchback,37.8,1677.0,5,2,US,Mid-range,7434,3.72,4
Tesla,Model 3,2025,Long Range,84994.49,96.6,315.0,253.0,5.61,161.0,617.0,558.0,RWD,5,Sedan,15.4,1655.0,4,2,US,Premium,246722,3.99,5
Hyundai,i30,2026,Premium,95007.35,71.5,249.0,140.8,6.71,152.0,1000.0,893.0,FWD,5,Hatchback,18.3,1791.0,3,2,South Korea,Premium,111030,3.22,3
Xiaomi,SU7,2024,Premium,89310.64,64.2,208.0,70.5,5.61,173.0,1000.0,910.0,AWD,5,SUV,56.5,1829.0,4,0,China,Premium,29176,3.31,3
Ford,Mustang Mach-E,2024,Standard,67107.54,81.2,286.0,99.5,7.48,137.0,774.0,714.0,RWD,5,Hatchback,28.6,1516.0,5,1,US,Premium,58727,3.6,3
Kia,Niro EV,2024,Base,56356.86,45.0,154.0,123.3,5.88,163.0,609.0,531.0,FWD,5,Hatchback,15.3,1503.0,5,0,South Korea,Mid-range,107160,3.3,3
BYD,Leaf 50X,2024,Standard,21286.38,69.6,233.0,54.5,5.47,168.0,187.0,200.0,RWD,7,Sedan,17.7,1613.0,5,1,China,Budget,116507,3.18,4
BMW,i4,2025,Long Range,88308.2,95.5,308.0,89.7,5.09,174.0,690.0,695.0,RWD,5,Hatchback,15.7,1664.0,4,2,Germany,Premium,31503,3.49,6
Hyundai,Ioniq,2024,Performance,103986.41,110.9,397.0,221.4,4.41,185.0,1000.0,904.0,AWD,7,Sedan,34.5,1595.0,5,1,South Korea,Luxury,106892,4.01,5
Volkswagen,ID.4,2020,Base,27139.23,78.9,261.0,95.0,7.55,130.0,150.0,200.0,FWD,5,Hatchback,39.4,1500.0,4,2,Germany,Budget,271891,3.57,4
Tesla,Model Y,2026,Standard,53435.31,80.3,259.0,339.8,5.59,162.0,390.0,389.0,RWD,7,Hatchback,33.0,1818.0,4,2,US,Mid-range,467122,3.87,4
Audi,e-tron GT,2023,Premium,88280.78,42.7,156.0,52.7,5.05,173.0,560.0,546.0,AWD,5,Coupe,32.1,1737.0,4,1,Germany,Premium,66857,3.24,5
Volkswagen,ID.5,2025,Base,76426.72,83.1,339.0,122.5,6.37,155.0,843.0,736.0,RWD,5,Van,78.0,1585.0,4,2,Germany,Premium,248734,3.73,4
Tesla,Model S,2023,Base,45116.56,45.3,169.0,236.3,6.1,158.0,276.0,281.0,FWD,5,Sedan,20.6,1619.0,3,3,US,Mid-range,116884,3.58,5
Volkswagen,ID.5,2024,Performance,68348.69,94.0,323.0,233.3,2.58,200.0,734.0,637.0,RWD,7,Hatchback,19.9,1694.0,4,2,Germany,Premium,238867,3.7,5
Volkswagen,ID.4,2023,Long Range,49537.91,82.9,278.0,129.1,4.66,191.0,439.0,385.0,RWD,7,Coupe,31.7,1650.0,5,1,Germany,Mid-range,250021,3.64,3
Mercedes,EQG,2025,Long Range,111628.51,84.7,274.0,137.8,5.58,166.0,601.0,537.0,AWD,5,SUV,47.3,1944.0,4,1,Germany,Luxury,76984,3.74,6
GM/Chevrolet,Bolt EUV,2026,Long Range,54836.04,109.7,385.0,129.7,4.0,183.0,636.0,600.0,AWD,5,Hatchback,16.7,1600.0,5,0,US,Mid-range,17331,3.77,5
Ford,F-150 Lightning,2025,Base,34802.06,47.6,150.0,102.2,6.52,146.0,265.0,208.0,AWD,4,Truck,73.9,2056.0,4,1,US,Budget,51835,3.13,4
Tesla,Model Y,2022,Standard,93506.44,60.2,206.0,272.3,7.47,137.0,695.0,611.0,RWD,5,Van,72.0,1646.0,5,3,US,Premium,464918,3.52,6
Volkswagen,ID.4,2024,Standard,79224.44,48.4,164.0,79.6,6.88,136.0,891.0,780.0,FWD,5,SUV,41.2,2091.0,5,2,Germany,Premium,219453,3.46,4
Hyundai,Kona Electric,2025,Long Range,43459.69,83.7,302.0,88.9,4.32,192.0,448.0,378.0,FWD,5,Truck,78.7,2699.0,5,2,South Korea,Mid-range,114002,3.56,3
Tesla,Model X,2021,Premium,100894.61,84.8,304.0,288.9,6.04,161.0,727.0,655.0,RWD,7,SUV,62.5,1686.0,5,2,US,Luxury,201220,3.9,5
BYD,Dolphin,2026,Performance,31398.12,100.6,352.0,226.6,3.63,200.0,296.0,289.0,AWD,5,Hatchback,37.5,1500.0,5,1,China,Budget,240918,3.58,3
GM/Chevrolet,Blazer EV,2024,Long Range,85774.4,106.0,388.0,78.3,4.51,181.0,1000.0,904.0,AWD,5,Van,78.7,1666.0,4,0,US,Premium,22091,3.72,4
Tesla,Model 3,2023,Performance,53096.09,113.8,404.0,309.6,3.8,200.0,298.0,243.0,RWD,7,Van,62.1,1503.0,4,2,US,Mid-range,123687,4.34,5
Hyundai,Ioniq 5,2023,Base,40063.52,83.0,298.0,123.0,7.7,134.0,373.0,388.0,FWD,5,Van,60.2,1526.0,5,0,South Korea,Mid-range,95016,3.55,4
BYD,Seagull,2023,Base,72565.72,43.8,153.0,127.4,5.45,175.0,799.0,748.0,RWD,7,Hatchback,22.8,1591.0,5,1,China,Premium,193019,3.17,4
Tesla,Model S,2023,Premium,90489.19,66.8,227.0,270.6,7.25,144.0,650.0,559.0,AWD,5,Van,64.7,1535.0,4,2,US,Premium,231411,3.84,4
BYD,Yuan Plus,2026,Premium,58741.09,43.2,166.0,146.8,5.12,171.0,609.0,553.0,RWD,5,Sedan,27.7,1654.0,5,0,China,Mid-range,193352,3.21,4
Lucid,Gravity,2025,Performance,166388.92,75.9,281.0,207.6,3.27,195.0,740.0,654.0,AWD,5,Van,64.8,1555.0,5,0,US,Luxury,27265,3.3,5
Ford,E-Transit,2022,Performance,72683.98,73.7,253.0,217.6,2.74,200.0,871.0,801.0,AWD,7,Coupe,21.3,1539.0,4,1,US,Premium,25267,3.64,4
Toyota,bZ4X,2021,Performance,93898.99,117.1,375.0,200.2,3.95,182.0,1000.0,920.0,AWD,7,Coupe,31.0,1520.0,5,0,Japan,Premium,29112,3.93,3
Hyundai,Ioniq 6,2023,Long Range,79421.07,79.2,250.0,81.2,5.56,164.0,981.0,917.0,FWD,7,Van,75.8,1500.0,5,2,South Korea,Premium,120050,3.41,3
Tesla,Model 3,2022,Premium,78038.19,59.8,219.0,334.0,6.2,162.0,544.0,487.0,AWD,7,Coupe,26.6,1704.0,3,3,US,Premium,156841,3.58,4
Kia,Niro EV,2026,Performance,89456.85,106.6,392.0,226.2,3.68,199.0,1000.0,879.0,RWD,7,Van,67.6,1577.0,4,0,South Korea,Premium,55244,3.99,4
Volkswagen,ID.3,2020,Long Range,81317.3,77.9,298.0,145.7,4.33,182.0,894.0,772.0,RWD,7,Truck,71.7,2388.0,4,2,Germany,Premium,205086,3.62,3
Mercedes,GLE EV,2021,Long Range,133886.35,108.5,379.0,137.9,5.63,159.0,810.0,741.0,AWD,5,Van,61.9,1500.0,4,2,Germany,Luxury,61011,4.0,7
Tesla,Model 3,2026,Premium,123396.13,65.5,201.0,235.6,7.67,135.0,904.0,801.0,AWD,5,Coupe,37.2,1684.0,4,3,US,Luxury,179193,3.78,5
Hyundai,Kona Electric,2023,Long Range,89541.12,95.4,330.0,131.0,4.83,179.0,1000.0,880.0,RWD,7,SUV,69.6,1987.0,5,1,South Korea,Premium,122583,3.74,3
Tesla,Model S,2025,Base,30387.16,46.7,183.0,294.1,7.88,130.0,199.0,200.0,FWD,5,Hatchback,17.8,1500.0,5,3,US,Budget,225676,3.51,6
BYD,Atto 3,2024,Standard,21707.92,56.8,176.0,141.1,7.77,135.0,199.0,213.0,AWD,5,Hatchback,34.7,1776.0,4,0,China,Budget,240735,3.31,4
GM/Chevrolet,Bolt EV,2024,Premium,52232.74,42.0,150.0,134.4,5.26,171.0,623.0,597.0,RWD,5,Van,76.8,1529.0,4,0,US,Mid-range,17461,3.32,3
Hyundai,Ioniq,2025,Premium,78178.94,79.4,290.0,53.7,5.34,169.0,1000.0,852.0,AWD,5,SUV,66.1,2435.0,5,1,South Korea,Premium,93827,3.71,4
Volkswagen,ID.5,2025,Base,32608.87,54.0,178.0,63.1,5.66,169.0,218.0,243.0,FWD,5,Truck,68.4,2358.0,3,1,Germany,Budget,223686,3.31,3
Volkswagen,ID. Aero,2024,Standard,64646.52,70.7,219.0,52.4,7.72,140.0,656.0,529.0,FWD,5,Hatchback,17.5,1566.0,4,0,Germany,Mid-range,229331,3.6,4
Hyundai,Kona Electric,2026,Standard,40896.41,84.8,286.0,56.7,7.09,148.0,339.0,284.0,RWD,7,Truck,78.3,2639.0,4,0,South Korea,Mid-range,60452,3.61,4
Ford,E-Transit,2024,Performance,99172.17,96.1,340.0,150.4,3.5,200.0,1000.0,919.0,AWD,5,SUV,58.0,2017.0,5,1,US,Premium,55818,3.69,4
Audi,Q6 e-tron,2025,Standard,97077.65,52.8,197.0,133.8,7.59,132.0,714.0,605.0,AWD,7,Hatchback,33.6,1677.0,5,2,Germany,Premium,69050,3.19,6
Toyota,bZ4X,2025,Long Range,75339.45,86.8,325.0,141.0,4.49,184.0,939.0,924.0,RWD,5,Hatchback,26.0,1541.0,5,0,Japan,Premium,12682,3.5,3
Ford,Mustang Mach-E,2025,Performance,72824.56,94.6,347.0,161.1,4.26,180.0,915.0,803.0,RWD,5,Van,66.5,1939.0,3,2,US,Premium,45964,3.7,4
BYD,Atto 3,2025,Long Range,26097.55,99.0,367.0,56.9,4.77,176.0,270.0,217.0,AWD,5,Truck,71.7,2861.0,5,2,China,Budget,233286,3.51,5
BMW,i3,2023,Base,89086.86,79.5,279.0,115.5,5.03,179.0,643.0,655.0,RWD,7,Truck,57.6,2730.0,4,2,Germany,Premium,63501,3.78,5
Volkswagen,ID.5,2026,Performance,72231.36,115.0,387.0,230.9,3.15,200.0,746.0,695.0,AWD,5,Sedan,16.2,1564.0,4,0,Germany,Premium,241869,4.05,4
BYD,Leaf 50X,2022,Long Range,80180.18,86.6,329.0,52.3,4.79,183.0,857.0,747.0,AWD,5,Truck,76.8,2565.0,5,1,China,Premium,170493,3.64,3
Mercedes,EQS,2023,Premium,111693.41,44.9,154.0,66.0,6.74,144.0,636.0,581.0,AWD,5,Hatchback,25.7,1500.0,4,1,Germany,Luxury,72096,3.64,6
Tesla,Model S,2026,Base,119620.48,41.3,150.0,231.4,5.76,162.0,850.0,762.0,FWD,5,Van,64.2,1667.0,4,2,US,Luxury,186324,3.52,5
Audi,Q4 e-tron,2025,Standard,63113.08,44.0,150.0,134.7,7.23,146.0,322.0,241.0,RWD,5,Van,68.2,1501.0,4,2,Germany,Mid-range,79880,3.21,7
Hyundai,i30,2026,Premium,83199.83,49.6,161.0,52.9,7.68,135.0,1000.0,924.0,AWD,5,Sedan,33.1,1500.0,3,0,South Korea,Premium,92496,3.22,3
BMW,iX,2023,Long Range,130324.5,105.0,370.0,58.0,4.3,186.0,1000.0,885.0,AWD,5,Sedan,25.0,1679.0,5,2,Germany,Luxury,62481,3.82,6
BMW,i5,2024,Premium,92379.17,50.8,150.0,92.1,7.5,136.0,781.0,690.0,AWD,7,Truck,61.5,2455.0,5,1,Germany,Premium,64158,3.31,7
